character,pinyin,grade,unit,tts_hint,common_words,image_path
戎,róng,4,1,戎装的戎,"戎装,戎马,戎马一生",/static/images/戎.png
诸,zhū,4,1,诸位的诸,"诸位,诸多,诸侯",/static/images/诸.png
竞,jìng,4,1,竞赛的竞,"竞赛,竞争,竞技",/static/images/竞.png
唯,wéi,4,1,唯一的唯,"唯一,唯美,唯我独尊",/static/images/唯.png
豹,bào,4,1,豹子的豹,"豹子,猎豹",/static/images/豹.png
娶,qǔ,4,1,娶妻的娶,"娶妻,娶亲,娶媳妇",/static/images/娶.png
媳,xí,4,1,媳妇的媳,"媳妇,儿媳,媳妇儿",/static/images/媳.png
巫,wū,4,1,巫术的巫,"巫术,巫婆,巫术",/static/images/巫.png
绅,shēn,4,1,绅士的绅,"绅士,乡绅,书绅",/static/images/绅.png
旱,hàn,4,1,干旱的旱,"旱,干旱,旱情",/static/images/旱.png
徒,tú,4,1,徒然的徒,"徒然,徒弟,徒劳",/static/images/徒.png
吊,diào,4,1,吊灯的吊,"吊,吊灯,吊兰",/static/images/吊.png
磕,kē,4,1,磕头的磕,"磕头,磕碰,磕磕碰碰",/static/images/磕.png
凿,záo,4,1,凿开的凿,"凿开,凿子,凿壁借光",/static/images/凿.png
溉,gài,4,1,灌溉的溉,"灌溉,灌溉渠",/static/images/溉.png
拜,bài,4,1,拜年的拜,"拜年,拜托,拜见",/static/images/拜.png
侯,hóu,4,1,侯王的侯,"侯王,诸侯,侯门",/static/images/侯.png
肤,fū,4,1,皮肤的肤,"皮肤,肌肤,肤浅",/static/images/肤.png
剂,jì,4,1,药剂的剂,"药剂,剂量,注射剂",/static/images/剂.png
髓,suǐ,4,1,骨髓的髓,"骨髓,脊髓,骨髓炎",/static/images/髓.png
标,biāo,4,1,目标的标,"目标,标准,标志",/static/images/标.png
驻,zhù,4,1,驻足的驻,"驻足,驻军,驻扎",/static/images/驻.png
钞,chāo,4,1,钞票的钞,"钞票,钞票箱,钞票袋",/static/images/钞.png
培,péi,4,1,培养的培,"培养,培育,培植",/static/images/培.png
赌,dǔ,4,1,打赌的赌,"赌,打赌,赌气",/static/images/赌.png
媒,méi,4,1,媒体的媒,"媒体,传播媒体,媒介",/static/images/媒.png
氛,fēn,4,1,氛围的氛,"氛围,气氛,氛围感",/static/images/氛.png
账,zhàng,4,1,账单的账,"账单,账目,账本",/static/images/账.png
贺,hè,4,1,贺喜的贺,"贺喜,祝贺,贺卡",/static/images/贺.png
樟,zhāng,4,1,樟树的樟,"樟树,樟脑,樟木",/static/images/樟.png
杠,gāng,4,1,杠子的杠,"杠子,横杠,杠杆",/static/images/杠.png
狡,jiǎo,4,1,狡猾的狡,"狡猾,狡诈,狡黠",/static/images/狡.png
猾,huá,4,1,狡猾的猾,"狡猾,狡猾的人",/static/images/猾.png
圃,pǔ,4,1,花圃的圃,"花圃,苗圃",/static/images/圃.png
卉,huì,4,1,花卉的卉,"花卉,草卉,花木卉",/static/images/卉.png
蕾,lěi,4,1,花蕾的蕾,"花蕾,蕾珠,蕾丝",/static/images/蕾.png
蕊,ruǐ,4,1,花蕊的蕊,"花蕊,蕊珠,蕊心",/static/images/蕊.png
玫,méi,4,1,玫瑰的玫,玫瑰,/static/images/玫.png
茉,mò,4,1,茉莉的茉,"茉莉,茉莉花,茉莉香",/static/images/茉.png
莉,lì,4,1,茉莉的莉,"茉莉,莉莉,莉花",/static/images/莉.png
牡,mǔ,4,1,牡丹的牡,"牡丹,牡丹,牡蛎",/static/images/牡.png
丹,dān,4,1,丹心的丹,"丹心,丹田,丹青",/static/images/丹.png
棠,táng,4,1,棠梨的棠,"棠梨,海棠,棠棣",/static/images/棠.png
韭,jiǔ,4,1,韭菜的韭,"韭菜,韭黄,韭叶",/static/images/韭.png
芥,jiè,4,1,芥菜的芥,"芥菜,芥末,芥末酱",/static/images/芥.png
芹,qín,4,1,芹菜的芹,芹菜,/static/images/芹.png
蒜,suàn,4,1,蒜头的蒜,"蒜头,大蒜,蒜泥",/static/images/蒜.png
椒,jiāo,4,1,辣椒的椒,"辣椒,花椒,胡椒",/static/images/椒.png
藕,ǒu,4,1,藕节的藕,"藕节,藕粉,藕片",/static/images/藕.png
薯,shǔ,4,1,薯条的薯,"薯条,红薯",/static/images/薯.png
芋,yù,4,1,芋头的芋,"芋头,芋艿,芋泥",/static/images/芋.png
纲,gāng,4,1,提纲的纲,"纲,提纲,纲领",/static/images/纲.png
授,shòu,4,1,教授的授,"教授,传授,授课",/static/images/授.png
揍,zòu,4,1,揍人的揍,"揍,揍人",/static/images/揍.png
键,jiàn,4,1,键盘的键,"键盘,按键,键入",/static/images/键.png
谱,pǔ,4,1,乐谱的谱,"乐谱,曲谱,歌谱",/static/images/谱.png
锈,xiù,4,1,铁锈的锈,"铁锈,生锈,锈迹",/static/images/锈.png
沫,mò,4,1,泡沫的沫,"泡沫,唾沫,泡沫剂",/static/images/沫.png
砖,zhuān,4,1,砖头的砖,"砖头,砖瓦,砖墙",/static/images/砖.png
矿,kuàng,4,1,矿泉的矿,"矿泉,矿石,矿产",/static/images/矿.png
综,zōng,4,1,综合的综,"综合,综合症",/static/images/综.png
氧,yǎng,4,1,氧气的氧,"氧气,氧气瓶,氧气袋",/static/images/氧.png
俱,jù,4,1,俱乐部的俱,"俱乐部,俱全,俱备",/static/images/俱.png
杂,zá,4,1,杂乱的杂,"杂乱,杂技,杂粮",/static/images/杂.png
篱,lí,4,1,篱笆的篱,"篱笆,篱落,篱墙",/static/images/篱.png
徐,xú,4,1,徐风的徐,"徐徐,徐风,徐徐图之",/static/images/徐.png
疏,shū,4,1,疏远的疏,"疏远,疏散,疏忽",/static/images/疏.png
锄,chú,4,1,锄地的锄,"锄地,锄禾日当午,锄草",/static/images/锄.png
剥,bō,4,1,剥皮的剥,"剥皮,剥落,剥蚀",/static/images/剥.png
构,gòu,4,1,结构的构,"结构,构成,构思",/static/images/构.png
冠,guān,4,1,冠军的冠,"冠军,鸡冠,鸡冠花",/static/images/冠.png
朴,pǔ,4,1,朴素的朴,"朴素,朴实,朴拙",/static/images/朴.png
素,sù,4,1,素净的素,"素净,素食,素颜",/static/images/素.png
率,lǜ,4,1,率真的率,"率真,效率,比率",/static/images/率.png
倘,tǎng,4,1,倘若的倘,"倘若,倘若真,倘若能",/static/images/倘.png
附,fù,4,1,附件的附,"附件,附加,附和",/static/images/附.png
捣,dǎo,4,1,捣乱的捣,"捣乱,捣鼓,捣毁",/static/images/捣.png
绘,huì,4,1,绘画的绘,"绘画,描绘,绘制",/static/images/绘.png
谐,xié,4,1,和谐的谐,"和谐,谐音,谐谑",/static/images/谐.png
慰,wèi,4,1,安慰的慰,"安慰,慰藉,慰藉",/static/images/慰.png
藉,jí,4,1,慰藉的藉,"慰藉,慰藉心,慰藉人",/static/images/藉.png
绮,qǐ,4,1,绮丽的绮,"绮丽,绮梦,绮丽多姿",/static/images/绮.png
谈,tán,4,1,谈话的谈,"谈话,谈论,谈心",/static/images/谈.png
琥,hǔ,4,1,琥珀的琥,"琥珀,琥珀色,琥珀石",/static/images/琥.png
珀,pò,4,1,琥珀的珀,"琥珀,珀珀,珀珀石",/static/images/珀.png
嗡,wēng,4,1,嗡鸣的嗡,"嗡嗡,嗡鸣,嗡嗡声",/static/images/嗡.png
脂,zhī,4,1,脂肪的脂,"脂肪,油脂,脂粉",/static/images/脂.png
拭,shì,4,1,擦拭的拭,"擦拭,拭去,拭泪",/static/images/拭.png
渗,shèn,4,1,渗透的渗,"渗透,渗漏,渗透液",/static/images/渗.png
俯,fǔ,4,1,俯身的俯,"俯身,俯首,俯瞰",/static/images/俯.png
番,fān,4,1,番薯的番,"番薯,番茄,翻番",/static/images/番.png
埋,mái,4,1,埋下的埋,"埋,埋下,埋没",/static/images/埋.png
澎,pēng,4,1,澎湃的澎,"澎湃,澎湃声,澎湃感",/static/images/澎.png
湃,pài,4,1,澎湃的湃,"澎湃,澎湃声,澎湃的河",/static/images/湃.png
钝,dùn,4,1,钝刀的钝,"钝刀,钝角,钝感",/static/images/钝.png
仅,jǐn,4,1,仅有的仅,"仅,仅仅,仅有",/static/images/仅.png
描,miáo,4,1,描写的描,"描写,描绘,描画",/static/images/描.png
隧,suì,4,1,隧道的隧,"隧道,隧道口,隧道工程",/static/images/隧.png
衍,yǎn,4,1,衍生的衍,"衍生,衍变",/static/images/衍.png
吨,dūn,4,1,吨位的吨,"吨位,吨数,吨位表",/static/images/吨.png
颅,lú,4,1,颅骨的颅,"颅骨,颅腔,颅脑",/static/images/颅.png
膨,péng,4,1,膨胀的膨,"膨胀,膨化,膨大",/static/images/膨.png
捷,jié,4,1,敏捷的捷,"敏捷,快捷,捷报",/static/images/捷.png
栖,qī,4,1,栖息的栖,"栖息,栖居,栖息地",/static/images/栖.png
辟,pì,4,1,开辟的辟,"开辟,辟谣,辟邪",/static/images/辟.png
崭,zhǎn,4,1,崭新的崭,"崭新,崭露头角,崭露头角",/static/images/崭.png
乒,pīng,4,1,乒乓球的乒,"乒乓球,乒乓声,乒乓拍",/static/images/乒.png
乓,pāng,4,1,乒乓的乓,"乒乓,乒乓声,乒乓球",/static/images/乓.png
拥,yōng,4,1,拥挤的拥,"拥挤,拥抱,拥护",/static/images/拥.png
菌,jūn,4,1,细菌的菌,"细菌,真菌",/static/images/菌.png
臭,chòu,4,1,臭气的臭,"臭气,臭味,臭鸡蛋",/static/images/臭.png
蔬,shū,4,1,蔬菜的蔬,"蔬菜,菜蔬,蔬食",/static/images/蔬.png
碳,tàn,4,1,碳酸的碳,"碳,碳酸,碳素",/static/images/碳.png
癌,ái,4,1,癌症的癌,"癌症,癌细胞,癌症患者",/static/images/癌.png
症,zhèng,4,1,病症的症,"病症,症状,症结",/static/images/症.png
疾,jí,4,1,疾跑的疾,"疾跑,疾病,疾风",/static/images/疾.png
灶,zào,4,1,灶台的灶,"灶台,火灶,煤灶",/static/images/灶.png
揽,lǎn,4,1,揽抱的揽,"揽抱,揽入,揽工",/static/images/揽.png
驱,qū,4,1,驱动的驱,"驱动,驱逐,驱使",/static/images/驱.png
践,jiàn,4,1,实践的践,"实践,践踏,践行",/static/images/践.png
党,dǎng,4,1,党派的党,"党派,党员,党章",/static/images/党.png
施,shī,4,1,施肥的施,"施肥,实施,施舍",/static/images/施.png
懈,xiè,4,1,懈怠的懈,"懈怠,松懈,懈怠",/static/images/懈.png
宛,wǎn,4,1,宛转的宛,"宛转,宛如,宛若",/static/images/宛.png
碑,bēi,4,1,石碑的碑,"石碑,墓碑,碑文",/static/images/碑.png
漫,màn,4,1,漫步的漫,"漫,漫步,漫谈",/static/images/漫.png
涛,tāo,4,1,波涛的涛,"波涛,涛声,波涛汹涌",/static/images/涛.png
挤,jǐ,4,1,拥挤的挤,"拥挤,挤兑,挤占",/static/images/挤.png
叉,chā,4,1,叉子的叉,"叉子,分叉",/static/images/叉.png
绣,xiù,4,1,绣花的绣,"绣花,绣品,绣球",/static/images/绣.png
潇,xiāo,4,1,潇洒的潇,"潇洒,潇洒走一回,潇洒自如",/static/images/潇.png
绽,zhàn,4,1,绽放的绽,"绽放,绽放出,绽放光芒",/static/images/绽.png
朦,méng,4,1,朦胧的朦,朦胧,/static/images/朦.png
胧,lóng,4,1,朦胧的胧,"朦胧,胧月,胧光",/static/images/胧.png
晖,huī,4,1,日晖的晖,"日晖,晖映",/static/images/晖.png
徜,cháng,4,1,徜徉的徜,"徜徉,徜徉在,徜徉于",/static/images/徜.png
徉,yáng,4,1,徉装的徉,徉装,/static/images/徉.png
炫,xuàn,4,1,炫酷的炫,"炫酷,炫耀,炫彩",/static/images/炫.png
垢,gòu,4,1,污垢的垢,"污垢,垢面,垢污",/static/images/垢.png
怯,qiè,4,1,胆怯的怯,胆怯,/static/images/怯.png
曝,pù,4,1,曝光的曝,"曝光,曝露,曝晒",/static/images/曝.png
赤,chì,4,1,赤子的赤,"赤子,赤诚,赤水",/static/images/赤.png
涉,shè,4,1,涉水的涉,"涉水,涉及,涉猎",/static/images/涉.png
晕,yūn,4,1,头晕的晕,"头晕,晕车,晕船",/static/images/晕.png
虑,lǜ,4,1,考虑的虑,"考虑,忧虑,思虑",/static/images/虑.png
职,zhí,4,1,职业的职,"职业,职责,职位",/static/images/职.png
蹭,cèng,4,1,蹭车的蹭,"蹭车,蹭饭,蹭网",/static/images/蹭.png
稿,gǎo,4,1,稿件的稿,"稿件,稿费,稿子",/static/images/稿.png
腔,qiāng,4,1,腔调的腔,"腔调,腔体,腔音",/static/images/腔.png
殃,yāng,4,1,祸殃的殃,"祸殃,殃及,遭殃",/static/images/殃.png
疙,gē,4,1,疙瘩的疙,"疙瘩,疙里疙瘩,疙瘩瘩",/static/images/疙.png
瘩,dā,4,1,疙瘩的瘩,"疙瘩,瘩块,瘩子",/static/images/瘩.png
侮,wǔ,4,1,侮辱的侮,"侮辱,侮辱人,侮辱心",/static/images/侮.png
聋,lóng,4,1,聋子的聋,"聋子,聋哑,聋人",/static/images/聋.png
啄,zhuó,4,1,啄木的啄,"啄木,啄食,啄木鸟",/static/images/啄.png
伏,fú,4,1,伏击的伏,"伏击,伏笔,伏案",/static/images/伏.png
哼,hēng,4,1,哼唱的哼,"哼哼,哼唱,哼气",/static/images/哼.png
啼,tí,4,1,啼哭的啼,"啼哭,啼叫,啼鸣",/static/images/啼.png
凄,qī,4,1,凄凉的凄,"凄凉,凄惨,凄风苦雨",/static/images/凄.png
嚣,xiāo,4,1,嚣张的嚣,"嚣张,嚣叫,嚣张气焰",/static/images/嚣.png
吭,kēng,4,1,吭声的吭,"吭声,吭哧,吭哧声",/static/images/吭.png
吠,fèi,4,1,狗吠的吠,"狗吠,狂吠,吠声",/static/images/吠.png
促,cù,4,1,促进的促,"促进,急促,催促",/static/images/促.png
颇,pǒ,4,1,颇多的颇,"颇多,颇受,颇感",/static/images/颇.png
奢,shē,4,1,奢侈的奢,"奢侈,奢华,奢望",/static/images/奢.png
侈,chǐ,4,1,奢侈的侈,"奢侈,奢侈浪费",/static/images/侈.png
苟,gǒu,4,1,苟且的苟,"苟且,苟同,苟安",/static/images/苟.png
侍,shì,4,1,侍者的侍,"侍者,侍奉,侍卫",/static/images/侍.png
窥,kuī,4,1,窥视的窥,"窥视,窥探,窥见",/static/images/窥.png
伺,cì,4,1,伺候的伺,"伺候,伺机,伺服",/static/images/伺.png
供,gōng,4,1,供应的供,"供应,提供,供给",/static/images/供.png
扩,kuò,4,1,扩大的扩,"扩大,扩展,扩充",/static/images/扩.png
刹,shā,4,1,刹车的刹,"刹车,刹那,刹时",/static/images/刹.png
镶,xiāng,4,1,镶边的镶,"镶边,镶嵌,镶金",/static/images/镶.png
浙,zhè,4,1,浙江的浙,"浙江,浙江人,浙江菜",/static/images/浙.png
簇,cù,4,1,簇拥的簇,"簇拥,簇新,簇拥的",/static/images/簇.png
臀,tún,4,1,臀部的臀,"臀部,臀部肌肉,臀部疼痛",/static/images/臀.png
漆,qī,4,1,漆黑的漆,"漆黑,油漆,漆器",/static/images/漆.png
蜿,wān,4,1,蜿蜒的蜿,"蜿蜒,蜿蜒曲折,蜿蜒起伏",/static/images/蜿.png
蜒,yán,4,1,蜿蜒的蜒,"蜿蜒,蜒蜒,蜒曲",/static/images/蜒.png
晋,jìn,4,1,晋代的晋,"晋代,晋级,晋身",/static/images/晋.png
絮,xù,4,1,棉絮的絮,"棉絮,柳絮,絮语",/static/images/絮.png
扭,niǔ,4,1,扭动的扭,"扭动,扭转,扭动身体",/static/images/扭.png
姥,lǎo,4,1,姥爷的姥,"姥爷,姥姥",/static/images/姥.png
呜,wū,4,1,呜呼的呜,"呜呜,呜呼,呜咽",/static/images/呜.png
糠,kāng,4,1,糠皮的糠,"糠皮,米糠,糠心",/static/images/糠.png
栓,shuān,4,1,栓子的栓,栓子,/static/images/栓.png
捆,kǔn,4,1,捆绑的捆,"捆绑,捆扎,捆束",/static/images/捆.png
绑,bǎng,4,1,绑住的绑,"绑住,绑架,绑腿",/static/images/绑.png
劫,jié,4,1,劫难的劫,"劫难,劫持,劫富济贫",/static/images/劫.png
毙,bì,4,1,毙命的毙,"毙命,毙命,毙命",/static/images/毙.png
扒,bā,4,1,扒手的扒,"扒手,扒拉,扒开",/static/images/扒.png
尸,shī,4,1,尸体的尸,"尸体,尸体袋,尸体检验",/static/images/尸.png
徽,huī,4,1,徽标的徽,"徽标,徽章,徽记",/static/images/徽.png
谜,mí,4,1,谜语的谜,"谜语,谜底,谜题",/static/images/谜.png
唇,chún,4,1,唇膏的唇,"唇膏,嘴唇,唇色",/static/images/唇.png
尚,shàng,4,1,尚好的尚,"尚好,高尚,尚且",/static/images/尚.png
荤,hūn,4,1,荤菜的荤,"荤菜,荤腥,荤素",/static/images/荤.png
倔,jué,4,1,倔强的倔,"倔强,倔头倔脑,倔脾气",/static/images/倔.png
嘱,zhǔ,4,1,叮嘱的嘱,"叮嘱,嘱咐,嘱托",/static/images/嘱.png
咐,fù,4,1,吩咐的咐,"吩咐,吩咐人,吩咐事",/static/images/咐.png
沮,jǔ,4,1,沮丧的沮,"沮丧,沮丧地,沮丧感",/static/images/沮.png
嘹,liáo,4,1,嘹亮的嘹,"嘹亮,嘹望,嘹亮地",/static/images/嘹.png
妨,fáng,4,1,妨碍的妨,"妨碍,妨害,妨碍物",/static/images/妨.png
廓,kuò,4,1,廓清的廓,"廓,廓清,廓然",/static/images/廓.png
搓,cuō,4,1,搓洗的搓,"搓洗,搓背,搓澡",/static/images/搓.png
葵,kuí,4,1,葵花的葵,"葵花,葵扇,葵花籽",/static/images/葵.png
祈,qí,4,1,祈求的祈,"祈求,祈祷,祈愿",/static/images/祈.png
遗,yí,4,1,遗留的遗,"遗留,遗产,遗忘",/static/images/遗.png
憾,hàn,4,1,遗憾的憾,"遗憾,遗憾事",/static/images/憾.png
污,wū,4,1,污水的污,"污水,污染,污点",/static/images/污.png
屑,xiè,4,1,头皮屑的屑,"屑屑,屑片,屑末",/static/images/屑.png
芙,fú,4,1,出水芙容的芙,"芙蕖,芙容",/static/images/芙.png
蓉,róng,4,1,芙蓉的蓉,"芙蓉,蓉城,蓉园",/static/images/蓉.png
洛,luò,4,1,洛阳的洛,"洛阳,洛水,洛神",/static/images/洛.png
砚,yàn,4,1,砚台的砚,"砚台,砚池,砚石",/static/images/砚.png
乾,qián,4,1,乾坤的乾,乾坤,/static/images/乾.png
坤,kūn,4,1,乾坤的坤,"坤,乾坤,坤卦",/static/images/坤.png
恭,gōng,4,1,恭敬的恭,"恭敬,恭喜,恭维",/static/images/恭.png
勤,qín,4,1,勤劳的勤,"勤劳,勤奋,勤快",/static/images/勤.png
焉,yān,4,1,焉草的焉,"焉草,焉然,焉知",/static/images/焉.png
卒,zú,4,1,士卒的卒,"士卒,卒业",/static/images/卒.png
弥,mí,4,1,弥漫的弥,"弥,弥漫,弥补",/static/images/弥.png
脉,mài,4,1,血脉的脉,"血脉,脉络,脉动",/static/images/脉.png
剖,pōu,4,1,剖开的剖,"剖开,剖析,剖视",/static/images/剖.png
裸,luǒ,4,1,裸露的裸,"裸露,裸体,裸奔",/static/images/裸.png
泣,qì,4,1,哭泣的泣,"哭泣,泣血,泣不成声",/static/images/泣.png
汹,xiōng,4,1,汹涌的汹,"汹涌,汹涌澎湃",/static/images/汹.png
维,wéi,4,1,维护的维,"维护,维护者,维护费",/static/images/维.png
酣,hān,4,1,酣睡的酣,"酣睡,酣饮,酣畅",/static/images/酣.png
械,xiè,4,1,机械的械,"机械,械具",/static/images/械.png
卑,bēi,4,1,卑鄙的卑,"卑鄙,卑微,卑劣",/static/images/卑.png
岗,gǎng,4,1,岗位的岗,"岗位,岗位工,岗亭",/static/images/岗.png
宰,zǎi,4,1,宰杀的宰,"宰杀,宰割,宰客",/static/images/宰.png
遣,qiǎn,4,1,遣送的遣,"遣送,遣散,遣返",/static/images/遣.png
役,yì,4,1,役务的役,"役务,役使,役员",/static/images/役.png
屡,lǚ,4,1,屡次的屡,"屡次,屡试,屡败屡战",/static/images/屡.png
摧,cuī,4,1,摧残的摧,"摧残,摧毁,摧垮",/static/images/摧.png
雹,báo,4,1,雹子的雹,"雹子,冰雹,雹灾",/static/images/雹.png
膛,táng,4,1,胸膛的膛,胸膛,/static/images/膛.png
妖,yāo,4,1,妖怪的妖,"妖怪,妖精,妖娆",/static/images/妖.png
矩,jǔ,4,1,矩形的矩,"矩形,规矩,矩尺",/static/images/矩.png
乖,guāi,4,1,乖巧的乖,"乖巧,乖僻,乖张",/static/images/乖.png
撵,niǎn,4,1,撵走的撵,"撵走,撵跑,撵开",/static/images/撵.png
丫,yā,4,1,小丫的丫,"丫丫,小丫,丫鬟",/static/images/丫.png
拽,zhuāi,4,1,拽住的拽,"拽,拽住,拽着",/static/images/拽.png
瘦,shòu,4,1,瘦小的瘦,"瘦小,瘦弱,消瘦",/static/images/瘦.png
硕,shuò,4,1,硕果的硕,"硕果,硕学,硕博",/static/images/硕.png
允,yǔn,4,1,允许的允,"允许,应允",/static/images/允.png
砌,qì,4,1,砌墙的砌,"砌墙,砖砌,砌体",/static/images/砌.png
覆,fù,4,1,覆盖的覆,"覆盖,覆盖物",/static/images/覆.png
啸,xiào,4,1,长啸的啸,"啸,长啸,呼啸声",/static/images/啸.png
缕,lǚ,4,1,缕缕青丝的缕,"缕缕,缕缕青丝,缕缕细雨",/static/images/缕.png
搂,lǒu,4,1,搂抱的搂,"搂抱,搂住,搂过",/static/images/搂.png
颊,jiá,4,1,脸颊的颊,"脸颊,面颊,颊脂",/static/images/颊.png
港,gǎng,4,1,港口的港,"港口,香港,港湾",/static/images/港.png
宴,yàn,4,1,宴会的宴,"宴会,宴请,宴席",/static/images/宴.png
睫,jié,4,1,睫毛的睫,"睫毛,眼睫,睫毛膏",/static/images/睫.png
婚,hūn,4,1,结婚的婚,"结婚,婚姻,婚约",/static/images/婚.png
讯,xùn,4,1,通讯的讯,"通讯,讯息",/static/images/讯.png
挽,wǎn,4,1,挽留的挽,"挽留,挽救,挽回",/static/images/挽.png
圣,shèng,4,1,圣洁的圣,"圣洁,圣人,圣旨",/static/images/圣.png
仪,yí,4,1,仪器的仪,"仪器,礼仪,仪态",/static/images/仪.png
帜,zhì,4,1,旗帜的帜,"旗帜,旗帜林立,旗帜鲜明",/static/images/帜.png
陈,chén,4,1,陈旧的陈,"陈旧,陈列,陈述",/static/images/陈.png
垫,diàn,4,1,垫子的垫,"垫子,垫底,垫付",/static/images/垫.png
恒,héng,4,1,恒心的恒,"恒心,恒星,恒定",/static/images/恒.png
抚,fǔ,4,1,抚摸的抚,"抚摸,抚慰,抚育",/static/images/抚.png
宾,bīn,4,1,宾客的宾,"宾客,宾馆,贵宾",/static/images/宾.png
吉,jí,4,1,吉利的吉,"吉利,吉祥,吉日",/static/images/吉.png
咸,xián,4,1,咸鱼的咸,"咸,咸鱼,咸味",/static/images/咸.png
兆,zhào,4,1,兆元的兆,"兆,兆元,兆瓦",/static/images/兆.png
廷,tíng,4,1,朝廷的廷,"朝廷,廷试,廷议",/static/images/廷.png
予,yǔ,4,1,给予的予,"给予,予以,予取予求",/static/images/予.png
肿,zhǒng,4,1,肿胀的肿,"肿胀,肿大,肿痛",/static/images/肿.png
阶,jiē,4,1,台阶的阶,"台阶,阶级,阶段",/static/images/阶.png
趾,zhǐ,4,1,脚趾的趾,"脚趾,趾甲,趾骨",/static/images/趾.png
巩,gǒng,4,1,巩固的巩,"巩固,巩固地,巩固性",/static/images/巩.png
政,zhèng,4,1,政府的政,"政府,政治,政权",/static/images/政.png
浏,liú,4,1,浏览的浏,"浏,浏览",/static/images/浏.png
屈,qū,4,1,屈服的屈,屈服,/static/images/屈.png
渊,yuān,4,1,深渊的渊,"深渊,深渊,渊博",/static/images/渊.png
孟,mèng,4,1,孟子的孟,"孟子,孟母,孟姓",/static/images/孟.png
甫,fǔ,4,1,杜甫的甫,"杜甫,甫田",/static/images/甫.png
韩,hán,4,1,韩语的韩,"韩语,韩国人,韩服",/static/images/韩.png
愈,yù,4,1,愈来愈的愈,"愈来愈,痊愈,愈演愈烈",/static/images/愈.png
禹,yǔ,4,1,禹王的禹,"禹王,大禹,禹州",/static/images/禹.png
锡,xī,4,1,锡纸的锡,"锡,锡纸,锡壶,锡箔",/static/images/锡.png
仲,zhòng,4,1,仲秋的仲,"仲秋,仲夏,仲春",/static/images/仲.png
龚,gōng,4,1,龚自珍的龚,"龚,龚自珍,龚姓",/static/images/龚.png
肝,gān,4,1,肝脏的肝,"肝脏,肝脏病,肝功能",/static/images/肝.png
秆,gǎn,4,1,麦秆的秆,"麦秆,笔秆,麦穗秆",/static/images/秆.png
俏,qiào,4,1,俏皮的俏,"俏皮,俏丽,俏生生",/static/images/俏.png
峭,qiào,4,1,峭壁的峭,"峭壁,陡峭,峭壁山",/static/images/峭.png
哺,bǔ,4,1,哺育的哺,"哺育,哺乳,哺养",/static/images/哺.png
浦,pǔ,4,1,浦口的浦,"浦口,浦东,浦江",/static/images/浦.png
沦,lún,4,1,沦陷的沦,"沦陷,沦落,沦亡",/static/images/沦.png
抡,lūn,4,1,抡起的抡,"抡起,抡拳,抡起袖子",/static/images/抡.png
涣,huàn,4,1,涣散的涣,"涣散,涣然,涣发",/static/images/涣.png
焕,huàn,4,1,焕发的焕,"焕发,焕彩,焕发精神",/static/images/焕.png
俊,jùn,4,1,俊俏的俊,"俊俏,俊朗,俊秀",/static/images/俊.png
峻,jùn,4,1,峻岭的峻,"峻岭,险峻,峻拔",/static/images/峻.png
蔼,ǎi,4,1,和蔼的蔼,"蔼蔼,和蔼,蔼然",/static/images/蔼.png
慷,kāng,4,1,慷慨的慷,"慷慨,慷慨解囊,慷慨激昂",/static/images/慷.png
慨,kǎi,4,1,感慨的慨,"感慨,慨叹,慷慨",/static/images/慨.png
贤,xián,4,1,贤惠的贤,"贤惠,贤明,贤德",/static/images/贤.png
戚,qī,4,1,戚家的戚,"戚家,戚友,戚属",/static/images/戚.png
惧,jù,4,1,恐惧的惧,"恐惧,惧怕,惧怕心理",/static/images/惧.png
彬,bīn,4,1,彬彬有礼的彬,"彬彬,彬彬有礼,文质彬彬",/static/images/彬.png
躁,zào,4,1,躁动的躁,"躁动,暴躁,急躁",/static/images/躁.png
焚,fén,4,1,焚烧的焚,"焚烧,焚化,焚毁",/static/images/焚.png
鹭,lù,5,1,白鹭的鹭,"白鹭,鹭鸟,鹭鸶",/static/images/鹭.png
嫌,xián,5,1,嫌弃的嫌,"嫌弃,嫌弃人,嫌弃事",/static/images/嫌.png
黛,dài,5,1,黛眉的黛,"黛眉,黛发,黛色",/static/images/黛.png
嵌,qiàn,5,1,镶嵌的嵌,"镶嵌,嵌入,嵌套",/static/images/嵌.png
匣,xiá,5,1,匣子的匣,"匣子,书匣,首饰匣",/static/images/匣.png
嗜,shì,5,1,嗜好的嗜,"嗜好,嗜食,嗜酒",/static/images/嗜.png
亩,mǔ,5,1,一亩田的亩,"一亩,亩产",/static/images/亩.png
吩,fēn,5,1,吩咐的吩,"吩咐,吩咐人,吩咐事",/static/images/吩.png
榨,zhà,5,1,榨菜的榨,"榨菜,榨油,榨干",/static/images/榨.png
榴,liú,5,1,榴莲的榴,"榴莲,石榴,石榴石",/static/images/榴.png
矮,ǎi,5,1,矮人的矮,"矮,矮人,矮墙",/static/images/矮.png
箩,luó,5,1,箩筐的箩,"箩筐,箩面,箩斗",/static/images/箩.png
杭,háng,5,1,杭州的杭,"杭州,杭州人,杭州话",/static/images/杭.png
蔓,màn,5,1,蔓延的蔓,"蔓延,藤蔓,蔓延",/static/images/蔓.png
幽,yōu,5,1,幽静的幽,"幽静,幽深,幽暗",/static/images/幽.png
悉,xī,5,1,熟悉的悉,"熟悉,悉心,悉数",/static/images/悉.png
